datetime,season,weather,temp,atemp,humidity,windspeed,day_type,hour,count
2011-08-07 10:00:00,3,1,32.8,40.15,66,8.9981,2,10,266
2011-08-07 11:00:00,3,1,33.62,41.665,63,0.0,2,11,269
2011-08-07 12:00:00,3,1,36.9,42.425,42,19.9995,2,12,370
2011-08-07 13:00:00,3,1,36.9,42.425,42,19.9995,2,13,324
2011-08-07 14:00:00,3,1,35.26,40.15,47,12.998,2,14,322
2011-08-07 15:00:00,3,3,29.52,34.85,74,19.9995,2,15,326
2011-08-07 16:00:00,3,3,29.52,34.85,74,19.9995,2,16,193
2011-08-07 17:00:00,3,3,30.34,35.605,74,43.0006,2,17,194
2011-08-07 18:00:00,3,1,29.52,34.85,74,6.0032,2,18,229
2011-08-07 19:00:00,3,1,29.52,34.85,79,11.0014,2,19,228
2011-08-07 20:00:00,3,1,29.52,35.605,84,8.9981,2,20,183
2011-08-07 21:00:00,3,1,29.52,35.605,84,7.0015,2,21,136
2011-08-07 22:00:00,3,1,28.7,33.335,89,12.998,2,22,103
2011-08-07 23:00:00,3,1,28.7,33.335,79,7.0015,2,23,55
2011-08-08 00:00:00,3,1,28.7,33.335,79,7.0015,1,0,30
2011-08-08 01:00:00,3,1,27.88,31.82,83,8.9981,1,1,12
2011-08-08 02:00:00,3,1,27.06,29.545,89,0.0,1,2,7
2011-08-08 03:00:00,3,1,27.06,29.545,89,0.0,1,3,1
2011-08-08 04:00:00,3,1,27.06,29.545,89,7.0015,1,4,10
2011-08-08 05:00:00,3,1,28.7,33.335,79,6.0032,1,5,15
2011-08-08 06:00:00,3,1,28.7,32.575,65,19.0012,1,6,95
2011-08-08 07:00:00,3,1,29.52,34.09,62,19.9995,1,7,267
2011-08-08 08:00:00,3,1,30.34,34.09,58,22.0028,1,8,349
2011-08-08 09:00:00,3,1,31.16,34.85,55,26.0027,1,9,183
2011-08-08 10:00:00,3,1,32.8,37.12,52,26.0027,1,10,124
2011-08-08 11:00:00,3,1,33.62,37.12,48,23.9994,1,11,179
2011-08-08 12:00:00,3,1,33.62,37.88,46,16.9979,1,12,182
2011-08-08 13:00:00,3,1,34.44,37.88,44,19.9995,1,13,151
2011-08-08 14:00:00,3,1,33.62,37.12,43,19.9995,1,14,150
2011-08-08 15:00:00,3,1,34.44,37.88,41,19.9995,1,15,126
2011-08-08 16:00:00,3,1,35.26,38.635,39,19.0012,1,16,282
2011-08-08 17:00:00,3,1,35.26,38.635,39,11.0014,1,17,527
2011-08-08 18:00:00,3,1,34.44,37.88,41,8.9981,1,18,529
2011-08-08 19:00:00,3,1,33.62,37.12,43,7.0015,1,19,416
2011-08-08 20:00:00,3,1,32.8,37.88,55,0.0,1,20,286
2011-08-08 21:00:00,3,1,31.16,35.605,58,6.0032,1,21,186
2011-08-08 22:00:00,3,1,31.16,35.605,58,7.0015,1,22,147
2011-08-08 23:00:00,3,1,30.34,34.85,66,7.0015,1,23,72
2011-08-09 00:00:00,3,1,29.52,34.85,79,8.9981,1,0,35
2011-08-09 01:00:00,3,1,29.52,34.09,66,0.0,1,1,14
2011-08-09 02:00:00,3,1,29.52,34.09,70,0.0,1,2,12
2011-08-09 03:00:00,3,1,29.52,34.09,62,0.0,1,3,3
2011-08-09 04:00:00,3,1,28.7,33.335,74,0.0,1,4,7
2011-08-09 05:00:00,3,1,28.7,32.575,65,6.0032,1,5,30
2011-08-09 06:00:00,3,1,29.52,33.335,64,0.0,1,6,101
2011-08-09 07:00:00,3,1,29.52,34.85,74,7.0015,1,7,343
2011-08-09 08:00:00,3,1,30.34,34.85,66,0.0,1,8,392
2011-08-09 09:00:00,3,2,31.98,37.12,62,8.9981,1,9,175
2011-08-09 10:00:00,3,2,32.8,38.635,59,15.0013,1,10,144
2011-08-09 11:00:00,3,1,32.8,38.635,59,15.0013,1,11,149
2011-08-09 12:00:00,3,1,33.62,39.395,56,12.998,1,12,185
2011-08-09 13:00:00,3,1,34.44,39.395,49,11.0014,1,13,175
2011-08-09 14:00:00,3,1,35.26,39.395,44,19.0012,1,14,148
2011-08-09 15:00:00,3,1,35.26,38.635,39,19.0012,1,15,164
2011-08-09 16:00:00,3,1,35.26,38.635,39,19.9995,1,16,285
2011-08-09 17:00:00,3,1,32.8,37.88,55,11.0014,1,17,532
2011-08-09 18:00:00,3,1,32.8,37.88,55,12.998,1,18,585
2011-08-09 19:00:00,3,1,32.8,37.12,49,7.0015,1,19,371
2011-08-09 20:00:00,3,1,32.8,36.365,43,12.998,1,20,292
2011-08-09 21:00:00,3,1,31.98,34.85,46,16.9979,1,21,230
2011-08-09 22:00:00,3,1,31.98,34.85,46,19.9995,1,22,155
2011-08-09 23:00:00,3,1,31.16,34.09,48,19.0012,1,23,75
2011-08-10 00:00:00,3,1,30.34,33.335,51,15.0013,1,0,37
2011-08-10 01:00:00,3,1,29.52,33.335,54,12.998,1,1,17
2011-08-10 02:00:00,3,1,29.52,33.335,54,11.0014,1,2,11
2011-08-10 03:00:00,3,1,28.7,32.575,58,11.0014,1,3,4
2011-08-10 04:00:00,3,1,28.7,32.575,54,8.9981,1,4,5
2011-08-10 05:00:00,3,1,27.88,31.82,61,6.0032,1,5,32
2011-08-10 06:00:00,3,1,27.88,31.82,61,0.0,1,6,119
2011-08-10 07:00:00,3,1,28.7,32.575,58,6.0032,1,7,305
2011-08-10 08:00:00,3,1,30.34,33.335,51,12.998,1,8,399
2011-08-10 09:00:00,3,1,31.16,34.09,48,15.0013,1,9,180
2011-08-10 10:00:00,3,1,32.8,36.365,43,15.0013,1,10,113
2011-08-10 11:00:00,3,1,32.8,35.605,41,26.0027,1,11,149
2011-08-10 12:00:00,3,1,33.62,36.365,38,19.9995,1,12,240
2011-08-10 13:00:00,3,1,33.62,36.365,38,19.0012,1,13,191
2011-08-10 14:00:00,3,1,34.44,36.365,34,22.0028,1,14,178
2011-08-10 15:00:00,3,1,35.26,37.12,30,22.0028,1,15,194
2011-08-10 16:00:00,3,1,35.26,37.12,26,19.9995,1,16,282
2011-08-10 17:00:00,3,1,34.44,35.605,26,19.9995,1,17,584
2011-08-10 18:00:00,3,1,33.62,35.605,28,19.9995,1,18,559
2011-08-10 19:00:00,3,1,32.8,34.85,26,16.9979,1,19,413
2011-08-10 20:00:00,3,1,31.16,33.335,31,8.9981,1,20,312
2011-08-10 21:00:00,3,1,31.16,33.335,33,7.0015,1,21,209
2011-08-10 22:00:00,3,1,30.34,32.575,37,0.0,1,22,139
2011-08-10 23:00:00,3,1,30.34,32.575,37,6.0032,1,23,108
2011-08-11 00:00:00,3,1,28.7,31.82,45,7.0015,1,0,46
2011-08-11 01:00:00,3,1,28.7,31.82,45,8.9981,1,1,26
2011-08-11 02:00:00,3,1,27.06,31.06,54,8.9981,1,2,11
2011-08-11 03:00:00,3,1,26.24,31.06,57,8.9981,1,3,9
2011-08-11 04:00:00,3,1,26.24,31.06,57,11.0014,1,4,5
2011-08-11 05:00:00,3,1,26.24,31.06,61,12.998,1,5,25
2011-08-11 06:00:00,3,1,25.42,30.305,65,11.0014,1,6,106
2011-08-11 07:00:00,3,1,27.06,31.06,54,8.9981,1,7,307
2011-08-11 08:00:00,3,1,28.7,31.82,45,11.0014,1,8,390
2011-08-11 09:00:00,3,1,29.52,32.575,39,15.0013,1,9,197
2011-08-11 10:00:00,3,1,30.34,32.575,37,16.9979,1,10,132
2011-08-11 11:00:00,3,1,31.16,33.335,35,16.9979,1,11,187
2011-08-11 12:00:00,3,1,31.98,34.09,31,16.9979,1,12,214
2011-08-11 13:00:00,3,1,31.16,33.335,31,15.0013,1,13,217
2011-08-11 14:00:00,3,1,32.8,34.85,29,0.0,1,14,142
2011-08-11 15:00:00,3,1,32.8,34.85,29,19.9995,1,15,178
2011-08-11 16:00:00,3,1,32.8,34.85,27,12.998,1,16,298
2011-08-11 17:00:00,3,1,32.8,34.85,29,16.9979,1,17,582
2011-08-11 18:00:00,3,1,31.98,34.09,29,6.0032,1,18,571
2011-08-11 19:00:00,3,1,30.34,32.575,35,12.998,1,19,371
2011-08-11 20:00:00,3,1,29.52,32.575,37,8.9981,1,20,288
2011-08-11 21:00:00,3,1,28.7,32.575,48,6.0032,1,21,206
2011-08-11 22:00:00,3,1,28.7,32.575,48,0.0,1,22,157
2011-08-11 23:00:00,3,1,27.06,31.06,50,11.0014,1,23,127
2011-08-12 00:00:00,3,1,26.24,31.06,53,11.0014,1,0,65
2011-08-12 01:00:00,3,1,26.24,31.06,53,8.9981,1,1,23
2011-08-12 02:00:00,3,1,25.42,31.06,57,12.998,1,2,15
2011-08-12 03:00:00,3,1,25.42,31.06,53,11.0014,1,3,9
2011-08-12 04:00:00,3,1,25.42,31.06,53,8.9981,1,4,5
2011-08-12 05:00:00,3,1,24.6,31.06,56,8.9981,1,5,26
2011-08-12 06:00:00,3,1,25.42,31.06,50,8.9981,1,6,76
2011-08-12 07:00:00,3,1,26.24,31.06,44,11.0014,1,7,264
2011-08-12 08:00:00,3,1,27.88,31.82,39,15.0013,1,8,426
2011-08-12 09:00:00,3,1,29.52,32.575,34,8.9981,1,9,205
2011-08-12 10:00:00,3,1,30.34,32.575,33,7.0015,1,10,130
2011-08-12 11:00:00,3,1,31.16,33.335,29,0.0,1,11,156
2011-08-12 12:00:00,3,1,32.8,34.85,27,0.0,1,12,222
2011-08-12 13:00:00,3,1,31.98,34.09,29,6.0032,1,13,253
2011-08-12 14:00:00,3,1,32.8,34.85,29,12.998,1,14,186
2011-08-12 15:00:00,3,1,32.8,34.85,29,11.0014,1,15,249
2011-08-12 16:00:00,3,1,33.62,35.605,28,0.0,1,16,334
2011-08-12 17:00:00,3,1,33.62,35.605,26,0.0,1,17,516
2011-08-12 18:00:00,3,1,31.16,34.09,40,19.9995,1,18,465
2011-08-12 19:00:00,3,1,30.34,33.335,42,15.0013,1,19,385
2011-08-12 20:00:00,3,1,29.52,32.575,42,15.0013,1,20,287
2011-08-12 21:00:00,3,1,28.7,32.575,48,8.9981,1,21,226
2011-08-12 22:00:00,3,1,27.88,31.82,51,0.0,1,22,231
2011-08-12 23:00:00,3,1,27.88,31.82,51,0.0,1,23,151
2011-08-13 00:00:00,3,1,27.88,31.82,51,7.0015,2,0,84
2011-08-13 01:00:00,3,2,27.88,31.82,57,6.0032,2,1,77
2011-08-13 02:00:00,3,1,27.88,31.82,57,0.0,2,2,74
2011-08-13 03:00:00,3,1,27.06,31.06,65,8.9981,2,3,27
2011-08-13 04:00:00,3,2,26.24,30.305,73,8.9981,2,4,10
2011-08-13 05:00:00,3,1,26.24,30.305,73,7.0015,2,5,18
2011-08-13 06:00:00,3,1,26.24,30.305,73,6.0032,2,6,22
2011-08-13 07:00:00,3,2,27.06,31.06,74,12.998,2,7,44
2011-08-13 08:00:00,3,2,28.7,32.575,65,11.0014,2,8,118
2011-08-13 09:00:00,3,2,28.7,33.335,74,11.0014,2,9,208
2011-08-13 10:00:00,3,2,29.52,34.85,74,15.0013,2,10,260
2011-08-13 11:00:00,3,2,30.34,34.85,70,12.998,2,11,314
2011-08-13 12:00:00,3,2,27.06,29.545,89,11.0014,2,12,421
2011-08-13 13:00:00,3,2,30.34,35.605,74,22.0028,2,13,153
2011-08-13 14:00:00,3,1,30.34,34.85,70,16.9979,2,14,259
2011-08-13 15:00:00,3,3,27.88,31.82,79,23.9994,2,15,358
2011-08-13 16:00:00,3,2,28.7,33.335,74,19.0012,2,16,281
2011-08-13 17:00:00,3,2,29.52,34.85,74,16.9979,2,17,269
2011-08-13 18:00:00,3,1,28.7,33.335,74,15.0013,2,18,292
2011-08-13 19:00:00,3,2,27.88,31.82,79,19.0012,2,19,237
2011-08-13 20:00:00,3,2,27.88,31.82,83,15.0013,2,20,183
2011-08-13 21:00:00,3,2,27.88,31.82,83,26.0027,2,21,167
2011-08-13 22:00:00,3,2,27.88,31.82,83,26.0027,2,22,154
2011-08-13 23:00:00,3,2,27.06,30.305,83,22.0028,2,23,120
2011-08-14 00:00:00,3,3,27.06,30.305,83,19.9995,2,0,90
2011-08-14 01:00:00,3,3,26.24,28.79,89,15.0013,2,1,73
2011-08-14 02:00:00,3,3,26.24,28.79,89,15.0013,2,2,62
2011-08-14 03:00:00,3,2,26.24,28.03,94,16.9979,2,3,27
2011-08-14 04:00:00,3,3,26.24,28.03,94,12.998,2,4,3
2011-08-14 05:00:00,3,2,26.24,28.03,94,11.0014,2,5,10
2011-08-14 06:00:00,3,2,26.24,28.03,94,7.0015,2,6,6
2011-08-14 07:00:00,3,2,27.06,29.545,89,12.998,2,7,24
2011-08-14 08:00:00,3,2,27.06,29.545,89,19.0012,2,8,41
2011-08-14 09:00:00,3,3,27.06,29.545,89,19.0012,2,9,103
2011-08-14 10:00:00,3,1,28.7,33.335,79,15.0013,2,10,183
2011-08-14 11:00:00,3,1,28.7,33.335,79,12.998,2,11,198
2011-08-14 12:00:00,3,2,28.7,33.335,79,15.0013,2,12,281
2011-08-14 13:00:00,3,1,29.52,34.85,74,16.9979,2,13,377
2011-08-14 14:00:00,3,1,30.34,34.85,70,12.998,2,14,370
2011-08-14 15:00:00,3,1,30.34,34.85,66,12.998,2,15,331
2011-08-14 16:00:00,3,1,30.34,34.85,66,11.0014,2,16,292
2011-08-14 17:00:00,3,1,31.16,35.605,62,8.9981,2,17,329
2011-08-14 18:00:00,3,1,30.34,34.85,66,11.0014,2,18,347
2011-08-14 19:00:00,3,1,29.52,34.85,74,15.0013,2,19,259
2011-08-14 20:00:00,3,1,28.7,33.335,84,11.0014,2,20,193
2011-08-14 21:00:00,3,3,24.6,27.275,88,32.9975,2,21,155
2011-08-14 22:00:00,3,3,24.6,27.275,88,32.9975,2,22,39
2011-08-14 23:00:00,3,3,24.6,28.03,83,0.0,2,23,27
2011-08-15 00:00:00,3,3,24.6,27.275,88,6.0032,1,0,25
2011-08-15 01:00:00,3,2,24.6,27.275,88,8.9981,1,1,10
2011-08-15 02:00:00,3,2,24.6,28.03,83,0.0,1,2,3
2011-08-15 03:00:00,3,1,24.6,28.03,83,12.998,1,3,7
2011-08-15 04:00:00,3,1,24.6,28.03,83,8.9981,1,4,5
2011-08-15 05:00:00,3,2,24.6,27.275,88,12.998,1,5,17
2011-08-15 06:00:00,3,1,24.6,27.275,88,16.9979,1,6,90
2011-08-15 07:00:00,3,1,24.6,27.275,88,16.9979,1,7,258
2011-08-15 08:00:00,3,1,26.24,29.545,78,22.0028,1,8,355
2011-08-15 09:00:00,3,1,26.24,29.545,78,22.0028,1,9,222
2011-08-15 10:00:00,3,1,27.88,31.82,69,19.0012,1,10,141
2011-08-15 11:00:00,3,2,29.52,34.09,62,16.9979,1,11,153
2011-08-15 12:00:00,3,1,30.34,34.09,58,19.0012,1,12,178
2011-08-15 13:00:00,3,1,31.98,35.605,52,19.0012,1,13,193
2011-08-15 14:00:00,3,1,30.34,34.09,55,6.0032,1,14,151
2011-08-15 15:00:00,3,3,30.34,34.09,55,19.9995,1,15,182
2011-08-15 16:00:00,3,1,30.34,34.09,55,22.0028,1,16,283
2011-08-15 17:00:00,3,1,30.34,33.335,51,19.0012,1,17,530
2011-08-15 18:00:00,3,1,28.7,32.575,65,12.998,1,18,483
2011-08-15 19:00:00,3,1,28.7,32.575,65,0.0,1,19,397
2011-08-15 20:00:00,3,1,27.06,31.06,74,8.9981,1,20,285
2011-08-15 21:00:00,3,1,27.06,31.06,65,12.998,1,21,184
2011-08-15 22:00:00,3,1,27.06,31.06,69,16.9979,1,22,98
2011-08-15 23:00:00,3,1,26.24,30.305,69,15.0013,1,23,88
2011-08-16 00:00:00,3,1,26.24,30.305,69,7.0015,1,0,31
2011-08-16 01:00:00,3,1,26.24,30.305,69,11.0014,1,1,16
2011-08-16 02:00:00,3,1,25.42,29.545,73,15.0013,1,2,4
2011-08-16 03:00:00,3,1,25.42,29.545,73,15.0013,1,3,6
2011-08-16 04:00:00,3,1,26.24,30.305,69,19.9995,1,4,5
2011-08-16 05:00:00,3,1,25.42,29.545,73,19.0012,1,5,30
2011-08-16 06:00:00,3,1,25.42,29.545,73,22.0028,1,6,119
2011-08-16 07:00:00,3,1,26.24,30.305,69,16.9979,1,7,346
2011-08-16 08:00:00,3,1,28.7,32.575,58,30.0026,1,8,441
2011-08-16 09:00:00,3,1,27.88,31.82,61,19.0012,1,9,198
2011-08-16 10:00:00,3,1,28.7,32.575,58,26.0027,1,10,111
2011-08-16 11:00:00,3,1,30.34,33.335,51,15.0013,1,11,150
2011-08-16 12:00:00,3,1,31.16,34.09,48,22.0028,1,12,162
2011-08-16 13:00:00,3,1,31.16,34.09,48,19.9995,1,13,192
2011-08-16 14:00:00,3,1,31.16,34.09,45,27.9993,1,14,182
2011-08-16 15:00:00,3,1,32.8,35.605,41,19.9995,1,15,159
2011-08-16 16:00:00,3,1,32.8,35.605,41,15.0013,1,16,303
2011-08-16 17:00:00,3,1,31.16,34.09,45,22.0028,1,17,600
2011-08-16 18:00:00,3,1,31.16,34.09,45,15.0013,1,18,570
2011-08-16 19:00:00,3,1,30.34,33.335,48,12.998,1,19,376
2011-08-16 20:00:00,3,1,30.34,33.335,51,0.0,1,20,280
2011-08-16 21:00:00,3,1,29.52,33.335,54,0.0,1,21,215
2011-08-16 22:00:00,3,1,28.7,32.575,61,0.0,1,22,152
2011-08-16 23:00:00,3,1,27.06,31.06,65,8.9981,1,23,77
2011-08-17 00:00:00,3,1,27.06,31.06,69,6.0032,1,0,24
2011-08-17 01:00:00,3,1,26.24,30.305,73,11.0014,1,1,14
2011-08-17 02:00:00,3,1,27.06,31.06,69,0.0,1,2,6
2011-08-17 03:00:00,3,1,26.24,29.545,78,0.0,1,3,5
2011-08-17 04:00:00,3,1,26.24,30.305,73,0.0,1,4,5
2011-08-17 05:00:00,3,1,26.24,30.305,73,0.0,1,5,28
2011-08-17 06:00:00,3,1,25.42,29.545,78,0.0,1,6,105
2011-08-17 07:00:00,3,1,27.06,31.06,65,6.0032,1,7,308
2011-08-17 08:00:00,3,1,28.7,32.575,54,11.0014,1,8,487
2011-08-17 09:00:00,3,1,30.34,33.335,48,6.0032,1,9,209
2011-08-17 10:00:00,3,1,31.16,34.09,43,6.0032,1,10,118
2011-08-17 11:00:00,3,1,31.98,34.85,43,7.0015,1,11,128
2011-08-17 12:00:00,3,1,32.8,36.365,43,19.0012,1,12,189
2011-08-17 13:00:00,3,1,32.8,35.605,41,12.998,1,13,176
2011-08-17 14:00:00,3,1,33.62,36.365,36,11.0014,1,14,192
2011-08-17 15:00:00,3,1,32.8,36.365,43,8.9981,1,15,159
2011-08-17 16:00:00,3,1,33.62,37.12,43,15.0013,1,16,300
2011-08-17 17:00:00,3,1,32.8,37.12,49,15.0013,1,17,552
2011-08-17 18:00:00,3,1,31.16,34.85,55,16.9979,1,18,556
2011-08-17 19:00:00,3,1,31.16,34.85,55,15.0013,1,19,347
2011-08-17 20:00:00,3,1,30.34,34.09,58,16.9979,1,20,280
2011-08-17 21:00:00,3,1,29.52,34.09,62,15.0013,1,21,230
2011-08-17 22:00:00,3,1,28.7,32.575,65,12.998,1,22,171
2011-08-17 23:00:00,3,1,28.7,32.575,65,19.0012,1,23,105
2011-08-18 00:00:00,3,1,27.88,31.82,65,8.9981,1,0,56
2011-08-18 01:00:00,3,2,27.06,31.06,65,11.0014,1,1,24
2011-08-18 02:00:00,3,1,27.06,31.06,65,15.0013,1,2,6
2011-08-18 03:00:00,3,1,27.06,31.06,69,19.0012,1,3,6
2011-08-18 04:00:00,3,1,26.24,30.305,73,15.0013,1,4,9
2011-08-18 05:00:00,3,1,26.24,29.545,78,19.0012,1,5,27
2011-08-18 06:00:00,3,2,26.24,29.545,78,16.9979,1,6,103
2011-08-18 07:00:00,3,1,26.24,29.545,78,19.9995,1,7,308
2011-08-18 08:00:00,3,1,27.06,31.06,74,19.0012,1,8,420
2011-08-18 09:00:00,3,1,29.52,34.09,66,16.9979,1,9,228
2011-08-18 10:00:00,3,1,30.34,34.85,66,16.9979,1,10,129
2011-08-18 11:00:00,3,1,31.16,35.605,58,16.9979,1,11,141
2011-08-18 12:00:00,3,1,32.8,37.12,52,19.0012,1,12,173
2011-08-18 13:00:00,3,1,32.8,37.12,52,23.9994,1,13,187
2011-08-18 14:00:00,3,1,33.62,37.88,46,22.0028,1,14,182
2011-08-18 15:00:00,3,1,32.8,36.365,46,23.9994,1,15,174
2011-08-18 16:00:00,3,1,32.8,36.365,46,23.9994,1,16,245
2011-08-18 17:00:00,3,3,32.8,36.365,46,19.9995,1,17,409
2011-08-18 18:00:00,3,3,31.16,34.85,55,16.9979,1,18,274
2011-08-18 19:00:00,3,1,27.06,30.305,83,7.0015,1,19,141
2011-08-18 20:00:00,3,1,27.06,30.305,83,7.0015,1,20,165
2011-08-18 21:00:00,3,2,27.88,31.82,79,0.0,1,21,149
2011-08-18 22:00:00,3,2,28.7,33.335,74,7.0015,1,22,135
2011-08-18 23:00:00,3,2,28.7,33.335,74,8.9981,1,23,114
2011-08-19 00:00:00,3,3,27.88,31.82,69,12.998,1,0,62
2011-08-19 01:00:00,3,3,26.24,28.79,89,0.0,1,1,20
2011-08-19 02:00:00,3,3,26.24,28.79,83,0.0,1,2,8
2011-08-19 03:00:00,3,1,26.24,29.545,78,0.0,1,3,3
2011-08-19 04:00:00,3,1,26.24,28.79,83,0.0,1,4,8
2011-08-19 05:00:00,3,1,26.24,28.79,83,0.0,1,5,17
2011-08-19 06:00:00,3,1,26.24,28.79,83,0.0,1,6,93
2011-08-19 07:00:00,3,2,27.06,30.305,83,6.0032,1,7,263
2011-08-19 08:00:00,3,2,27.06,30.305,83,0.0,1,8,398
2011-08-19 09:00:00,3,1,28.7,32.575,65,8.9981,1,9,218
2011-08-19 10:00:00,3,1,29.52,34.09,62,6.0032,1,10,165
2011-08-19 11:00:00,3,2,29.52,34.09,66,6.0032,1,11,165
2011-08-19 12:00:00,3,2,30.34,34.09,62,6.0032,1,12,222
2011-08-19 13:00:00,3,2,31.16,35.605,62,12.998,1,13,232
2011-08-19 14:00:00,3,1,31.98,36.365,55,12.998,1,14,220
2011-08-19 15:00:00,3,1,32.8,37.12,49,7.0015,1,15,222
2011-08-19 16:00:00,3,1,32.8,37.12,49,0.0,1,16,327
2011-08-19 17:00:00,3,1,31.16,35.605,58,35.0008,1,17,527
2011-08-19 18:00:00,3,1,31.16,35.605,58,35.0008,1,18,425
2011-08-19 19:00:00,3,3,25.42,29.545,73,31.0009,1,19,165
2011-08-19 20:00:00,3,3,25.42,28.79,83,19.9995,1,20,58
2011-08-19 21:00:00,3,1,25.42,28.79,83,8.9981,1,21,107
2011-08-19 22:00:00,3,1,24.6,27.275,88,8.9981,1,22,122
2011-08-19 23:00:00,3,2,24.6,27.275,88,6.0032,1,23,106
2011-09-01 00:00:00,3,1,24.6,28.79,78,7.0015,1,0,51
2011-09-01 01:00:00,3,1,24.6,29.545,73,6.0032,1,1,21
2011-09-01 02:00:00,3,1,23.78,27.275,78,6.0032,1,2,25
2011-09-01 03:00:00,3,1,23.78,27.275,78,6.0032,1,3,14
2011-09-01 04:00:00,3,1,22.96,26.515,83,6.0032,1,4,7
2011-09-01 05:00:00,3,1,22.96,26.515,73,6.0032,1,5,23
2011-09-01 06:00:00,3,1,24.6,28.79,78,0.0,1,6,105
2011-09-01 07:00:00,3,1,24.6,28.79,78,0.0,1,7,342
2011-09-01 08:00:00,3,1,25.42,29.545,73,8.9981,1,8,498
2011-09-01 09:00:00,3,1,26.24,30.305,69,7.0015,1,9,207
2011-09-01 10:00:00,3,1,27.88,31.82,61,8.9981,1,10,138
2011-09-01 11:00:00,3,1,29.52,33.335,51,8.9981,1,11,192
2011-09-01 12:00:00,3,2,29.52,33.335,51,8.9981,1,12,229
2011-09-01 13:00:00,3,2,29.52,33.335,48,6.0032,1,13,219
2011-09-01 14:00:00,3,3,29.52,33.335,54,16.9979,1,14,198
2011-09-01 15:00:00,3,1,29.52,33.335,51,8.9981,1,15,174
2011-09-01 16:00:00,3,1,30.34,33.335,51,12.998,1,16,308
2011-09-01 17:00:00,3,1,29.52,33.335,54,16.9979,1,17,628
2011-09-01 18:00:00,3,1,29.52,33.335,54,15.0013,1,18,531
2011-09-01 19:00:00,3,1,28.7,32.575,58,11.0014,1,19,443
2011-09-01 20:00:00,3,1,27.06,31.06,61,15.0013,1,20,280
2011-09-01 21:00:00,3,2,27.06,31.06,57,12.998,1,21,177
2011-09-01 22:00:00,3,2,27.06,31.06,57,15.0013,1,22,179
2011-09-01 23:00:00,3,1,26.24,30.305,65,16.9979,1,23,126
2011-09-02 00:00:00,3,1,26.24,30.305,65,12.998,1,0,64
2011-09-02 01:00:00,3,3,25.42,29.545,73,7.0015,1,1,32
2011-09-02 02:00:00,3,3,25.42,29.545,73,7.0015,1,2,20
2011-09-02 03:00:00,3,2,24.6,28.03,83,11.0014,1,3,8
2011-09-02 04:00:00,3,1,24.6,28.03,83,6.0032,1,4,4
2011-09-02 05:00:00,3,2,24.6,28.03,83,8.9981,1,5,20
2011-09-02 06:00:00,3,1,24.6,28.03,83,8.9981,1,6,76
2011-09-02 07:00:00,3,1,24.6,28.03,83,7.0015,1,7,259
2011-09-02 08:00:00,3,1,25.42,29.545,78,12.998,1,8,456
2011-09-02 09:00:00,3,2,25.42,28.79,83,7.0015,1,9,220
2011-09-02 10:00:00,3,2,26.24,30.305,76,11.0014,1,10,140
2011-09-02 11:00:00,3,2,27.06,31.06,74,7.0015,1,11,192
2011-09-02 12:00:00,3,2,27.06,31.06,69,15.0013,1,12,260
2011-09-02 13:00:00,3,2,27.88,31.82,65,8.9981,1,13,279
2011-09-02 14:00:00,3,2,28.7,32.575,61,7.0015,1,14,283
2011-09-02 15:00:00,3,2,28.7,32.575,61,16.9979,1,15,346
2011-09-02 16:00:00,3,2,28.7,32.575,61,8.9981,1,16,381
2011-09-02 17:00:00,3,2,27.88,31.82,65,11.0014,1,17,455
2011-09-02 18:00:00,3,2,27.88,31.82,65,12.998,1,18,355
2011-09-02 19:00:00,3,1,27.06,31.06,69,8.9981,1,19,287
2011-09-02 20:00:00,3,1,26.24,30.305,73,0.0,1,20,196
2011-09-02 21:00:00,3,2,26.24,30.305,73,6.0032,1,21,149
2011-09-02 22:00:00,3,2,26.24,30.305,73,11.0014,1,22,147
2011-09-02 23:00:00,3,2,26.24,30.305,73,11.0014,1,23,98
2011-09-03 00:00:00,3,2,26.24,30.305,73,7.0015,2,0,87
2011-09-03 01:00:00,3,2,26.24,30.305,69,16.9979,2,1,74
2011-09-03 02:00:00,3,2,26.24,30.305,69,15.0013,2,2,41
2011-09-03 03:00:00,3,1,25.42,29.545,73,11.0014,2,3,35
2011-09-03 04:00:00,3,1,25.42,29.545,73,11.0014,2,4,7
2011-09-03 05:00:00,3,1,25.42,30.305,69,12.998,2,5,12
2011-09-03 06:00:00,3,1,25.42,29.545,73,11.0014,2,6,23
2011-09-03 07:00:00,3,1,25.42,29.545,73,12.998,2,7,38
2011-09-03 08:00:00,3,1,26.24,30.305,69,11.0014,2,8,89
2011-09-03 09:00:00,3,2,27.06,31.06,69,16.9979,2,9,201
2011-09-03 10:00:00,3,3,27.06,31.06,65,16.9979,2,10,258
2011-09-03 11:00:00,3,3,27.06,31.06,69,19.0012,2,11,194
2011-09-03 12:00:00,3,1,28.7,32.575,61,15.0013,2,12,257
2011-09-03 13:00:00,3,1,28.7,32.575,65,15.0013,2,13,353
2011-09-03 14:00:00,3,2,29.52,34.09,66,11.0014,2,14,380
2011-09-03 15:00:00,3,1,29.52,34.09,70,11.0014,2,15,388
2011-09-03 16:00:00,3,1,29.52,34.09,70,12.998,2,16,374
2011-09-03 17:00:00,3,1,29.52,34.09,70,15.0013,2,17,371
2011-09-03 18:00:00,3,1,29.52,34.09,70,11.0014,2,18,339
