datetime,weather,atemp,humidity,windspeed,hour,year,month,count
2011-03-16 01:00:00,3,13.635,100,19.9995,1,2011,3,3
2011-03-16 03:00:00,2,13.635,100,15.0013,3,2011,3,3
2011-03-16 04:00:00,2,15.15,93,11.0014,4,2011,3,1
2011-03-16 05:00:00,2,15.91,93,7.0015,5,2011,3,3
2011-03-16 06:00:00,2,15.91,93,7.0015,6,2011,3,31
2011-03-16 07:00:00,2,14.395,93,12.998,7,2011,3,111
2011-03-16 08:00:00,2,15.91,93,0.0,8,2011,3,253
2011-03-16 09:00:00,2,16.665,93,8.9981,9,2011,3,154
2011-03-16 10:00:00,2,17.425,81,11.0014,10,2011,3,68
2011-03-16 11:00:00,2,17.425,81,8.9981,11,2011,3,75
2011-03-16 12:00:00,2,20.455,71,7.0015,12,2011,3,88
2011-03-16 13:00:00,2,20.455,76,8.9981,13,2011,3,99
2011-03-16 14:00:00,2,20.455,76,15.0013,14,2011,3,100
2011-03-16 15:00:00,2,20.455,76,16.9979,15,2011,3,101
2011-03-16 16:00:00,2,20.455,76,11.0014,16,2011,3,151
2011-03-16 17:00:00,2,21.97,54,19.9995,17,2011,3,253
2011-03-16 18:00:00,2,21.97,54,15.0013,18,2011,3,237
2011-03-16 19:00:00,2,21.97,51,22.0028,19,2011,3,168
2011-03-16 20:00:00,2,21.21,54,19.9995,20,2011,3,121
2011-03-16 21:00:00,2,21.21,58,19.0012,21,2011,3,78
2011-03-16 22:00:00,2,20.455,62,26.0027,22,2011,3,59
2011-03-16 23:00:00,1,20.455,65,12.998,23,2011,3,27
2011-03-17 00:00:00,1,19.695,66,16.9979,0,2011,3,23
2011-03-17 01:00:00,1,17.425,71,15.0013,1,2011,3,12
2011-03-17 02:00:00,1,15.15,71,19.9995,2,2011,3,8
2011-03-17 03:00:00,1,16.665,66,11.0014,3,2011,3,2
2011-03-17 04:00:00,1,16.665,71,12.998,4,2011,3,3
2011-03-17 05:00:00,1,16.665,76,7.0015,5,2011,3,13
2011-03-17 06:00:00,1,15.91,76,12.998,6,2011,3,51
2011-03-17 07:00:00,1,16.665,76,8.9981,7,2011,3,140
2011-03-17 08:00:00,1,17.425,66,8.9981,8,2011,3,299
2011-03-17 09:00:00,1,20.455,62,16.9979,9,2011,3,185
2011-03-17 10:00:00,1,21.97,54,22.0028,10,2011,3,78
2011-03-17 11:00:00,1,21.97,54,19.0012,11,2011,3,86
2011-03-17 12:00:00,1,24.24,45,15.0013,12,2011,3,105
2011-03-17 13:00:00,2,25.0,42,6.0032,13,2011,3,111
2011-03-17 14:00:00,1,24.24,45,7.0015,14,2011,3,119
2011-03-17 15:00:00,1,25.0,42,16.9979,15,2011,3,125
2011-03-17 16:00:00,1,24.24,48,19.0012,16,2011,3,142
2011-03-17 17:00:00,1,24.24,42,12.998,17,2011,3,313
2011-03-17 18:00:00,2,22.725,59,11.0014,18,2011,3,310
2011-03-17 19:00:00,1,21.97,58,12.998,19,2011,3,207
2011-03-17 20:00:00,1,21.21,67,15.0013,20,2011,3,137
2011-03-17 21:00:00,1,21.21,62,15.0013,21,2011,3,138
2011-03-17 22:00:00,1,20.455,66,15.0013,22,2011,3,87
2011-03-17 23:00:00,1,21.21,62,19.0012,23,2011,3,50
2011-03-18 00:00:00,1,21.21,58,19.0012,0,2011,3,29
2011-03-18 01:00:00,1,20.455,62,16.9979,1,2011,3,16
2011-03-18 02:00:00,1,20.455,62,12.998,2,2011,3,14
2011-03-18 03:00:00,1,17.425,71,12.998,3,2011,3,5
2011-03-18 05:00:00,1,19.695,66,11.0014,5,2011,3,10
2011-03-18 06:00:00,1,20.455,66,12.998,6,2011,3,36
2011-03-18 07:00:00,1,20.455,66,12.998,7,2011,3,123
2011-03-18 08:00:00,1,21.21,67,16.9979,8,2011,3,280
2011-03-18 09:00:00,1,22.725,63,15.0013,9,2011,3,210
2011-03-18 10:00:00,1,25.0,53,19.0012,10,2011,3,117
2011-03-18 11:00:00,1,25.76,52,19.0012,11,2011,3,159
2011-03-18 12:00:00,2,26.515,49,23.9994,12,2011,3,195
2011-03-18 13:00:00,1,31.06,41,19.0012,13,2011,3,175
2011-03-18 14:00:00,1,31.06,39,16.9979,14,2011,3,174
2011-03-18 15:00:00,2,31.82,39,23.9994,15,2011,3,173
2011-03-18 16:00:00,1,31.82,39,19.0012,16,2011,3,204
2011-03-18 17:00:00,1,31.82,37,22.0028,17,2011,3,332
2011-03-18 18:00:00,1,31.82,39,11.0014,18,2011,3,331
2011-03-18 19:00:00,1,31.06,44,8.9981,19,2011,3,190
2011-03-18 20:00:00,1,31.06,46,8.9981,20,2011,3,149
2011-03-18 21:00:00,1,31.06,46,7.0015,21,2011,3,113
2011-03-18 22:00:00,1,31.06,50,11.0014,22,2011,3,118
2011-03-18 23:00:00,2,31.06,53,15.0013,23,2011,3,86
2011-03-19 00:00:00,2,31.06,53,16.9979,0,2011,3,76
2011-03-19 01:00:00,2,27.275,46,23.9994,1,2011,3,51
2011-03-19 02:00:00,2,26.515,43,15.0013,2,2011,3,25
2011-03-19 03:00:00,2,25.76,39,22.0028,3,2011,3,8
2011-03-19 04:00:00,1,25.0,34,27.9993,4,2011,3,3
2011-03-19 05:00:00,1,25.0,34,27.9993,5,2011,3,2
2011-03-19 06:00:00,1,21.97,44,27.9993,6,2011,3,10
2011-03-19 07:00:00,1,20.455,50,22.0028,7,2011,3,13
2011-03-19 08:00:00,1,21.21,47,32.9975,8,2011,3,48
2011-03-19 09:00:00,1,21.21,44,31.0009,9,2011,3,76
2011-03-19 10:00:00,1,21.97,38,27.9993,10,2011,3,140
2011-03-19 11:00:00,1,22.725,36,30.0026,11,2011,3,196
2011-03-19 12:00:00,1,22.725,33,27.9993,12,2011,3,267
2011-03-19 13:00:00,1,24.24,34,31.0009,13,2011,3,301
2011-03-19 14:00:00,1,24.24,31,32.9975,14,2011,3,312
2011-03-19 15:00:00,1,24.24,29,27.9993,15,2011,3,313
2011-03-19 16:00:00,1,24.24,31,26.0027,16,2011,3,304
2011-03-19 17:00:00,1,23.485,31,22.0028,17,2011,3,278
2011-03-19 18:00:00,1,22.725,31,22.0028,18,2011,3,217
2011-03-19 19:00:00,1,21.97,33,19.0012,19,2011,3,154
2011-03-19 20:00:00,1,21.21,35,15.0013,20,2011,3,108
2011-03-19 21:00:00,1,20.455,37,19.9995,21,2011,3,93
2011-03-19 22:00:00,1,20.455,37,22.0028,22,2011,3,72
2011-03-19 23:00:00,1,19.695,40,19.9995,23,2011,3,50
2011-04-01 00:00:00,3,12.88,100,11.0014,0,2011,4,6
2011-04-01 01:00:00,3,12.88,100,11.0014,1,2011,4,4
2011-04-01 02:00:00,3,12.88,93,12.998,2,2011,4,7
2011-04-01 03:00:00,2,11.365,93,16.9979,3,2011,4,4
2011-04-01 04:00:00,2,11.365,93,16.9979,4,2011,4,3
2011-04-01 05:00:00,3,11.365,93,15.0013,5,2011,4,12
2011-04-01 06:00:00,3,11.365,93,15.0013,6,2011,4,28
2011-04-01 07:00:00,3,12.12,93,0.0,7,2011,4,95
2011-04-01 08:00:00,2,12.12,87,16.9979,8,2011,4,206
2011-04-01 09:00:00,1,14.395,70,23.9994,9,2011,4,173
2011-04-01 10:00:00,1,15.15,66,19.0012,10,2011,4,75
2011-04-01 11:00:00,1,14.395,61,23.9994,11,2011,4,89
2011-04-01 12:00:00,1,15.15,53,23.9994,12,2011,4,95
2011-04-01 13:00:00,1,16.665,50,23.9994,13,2011,4,110
2011-04-01 14:00:00,2,16.665,46,23.9994,14,2011,4,87
2011-04-01 15:00:00,1,15.15,46,27.9993,15,2011,4,111
2011-04-01 16:00:00,1,15.15,46,27.9993,16,2011,4,167
2011-04-01 17:00:00,1,15.15,46,22.0028,17,2011,4,281
2011-04-01 18:00:00,1,15.15,46,22.0028,18,2011,4,241
2011-04-01 19:00:00,1,15.15,49,22.0028,19,2011,4,136
2011-04-01 20:00:00,1,15.91,53,12.998,20,2011,4,77
2011-04-01 21:00:00,1,16.665,53,8.9981,21,2011,4,93
2011-04-01 22:00:00,1,15.15,56,11.0014,22,2011,4,74
2011-04-01 23:00:00,1,15.91,61,6.0032,23,2011,4,53
2011-04-02 00:00:00,2,16.665,61,0.0,0,2011,4,32
2011-04-02 01:00:00,1,13.635,65,8.9981,1,2011,4,32
2011-04-02 02:00:00,1,12.12,75,8.9981,2,2011,4,21
2011-04-02 03:00:00,1,12.12,70,11.0014,3,2011,4,9
2011-04-02 04:00:00,1,12.12,70,11.0014,4,2011,4,5
2011-04-02 05:00:00,2,12.12,75,11.0014,5,2011,4,5
2011-04-02 06:00:00,1,13.635,70,7.0015,6,2011,4,12
2011-04-02 07:00:00,2,13.635,70,7.0015,7,2011,4,18
2011-04-02 08:00:00,1,15.91,70,7.0015,8,2011,4,55
2011-04-02 09:00:00,2,17.425,66,7.0015,9,2011,4,87
2011-04-02 10:00:00,2,17.425,57,11.0014,10,2011,4,154
2011-04-02 11:00:00,2,20.455,47,11.0014,11,2011,4,198
2011-04-02 12:00:00,3,16.665,81,8.9981,12,2011,4,184
2011-04-02 13:00:00,1,16.665,81,8.9981,13,2011,4,137
2011-04-02 14:00:00,3,15.15,76,22.0028,14,2011,4,190
2011-04-02 15:00:00,3,15.15,76,26.0027,15,2011,4,136
2011-04-02 16:00:00,1,19.695,62,22.0028,16,2011,4,196
2011-04-02 17:00:00,1,19.695,54,23.9994,17,2011,4,184
2011-04-02 18:00:00,1,19.695,54,12.998,18,2011,4,179
2011-04-02 19:00:00,1,16.665,53,23.9994,19,2011,4,148
2011-04-02 20:00:00,1,15.91,53,19.0012,20,2011,4,85
2011-04-02 21:00:00,1,15.15,61,16.9979,21,2011,4,77
2011-04-02 22:00:00,1,15.15,61,19.9995,22,2011,4,55
2011-04-02 23:00:00,1,15.91,61,11.0014,23,2011,4,53
2011-04-03 00:00:00,1,14.395,65,12.998,0,2011,4,39
2011-04-03 01:00:00,1,15.91,61,7.0015,1,2011,4,34
2011-04-03 02:00:00,1,13.635,70,8.9981,2,2011,4,24
2011-04-03 03:00:00,1,16.665,61,0.0,3,2011,4,11
2011-04-03 04:00:00,1,15.15,70,6.0032,4,2011,4,3
2011-04-03 05:00:00,1,13.635,65,15.0013,5,2011,4,5
2011-04-03 06:00:00,1,13.635,65,12.998,6,2011,4,33
2011-04-03 07:00:00,1,15.15,57,15.0013,7,2011,4,33
2011-04-03 08:00:00,1,16.665,57,11.0014,8,2011,4,62
2011-04-03 09:00:00,1,15.91,50,32.9975,9,2011,4,142
2011-04-03 10:00:00,1,20.455,43,27.9993,10,2011,4,215
2011-04-03 11:00:00,1,21.21,41,16.9979,11,2011,4,243
2011-04-03 12:00:00,1,21.97,38,19.0012,12,2011,4,313
2011-04-03 13:00:00,1,21.97,33,19.9995,13,2011,4,367
2011-04-03 14:00:00,1,22.725,31,8.9981,14,2011,4,349
2011-04-03 15:00:00,2,22.725,33,0.0,15,2011,4,292
2011-04-03 16:00:00,2,22.725,31,12.998,16,2011,4,303
2011-04-03 17:00:00,2,22.725,28,8.9981,17,2011,4,274
2011-04-03 18:00:00,2,22.725,31,0.0,18,2011,4,172
2011-04-03 19:00:00,2,21.21,44,12.998,19,2011,4,144
2011-04-03 20:00:00,3,21.21,41,15.0013,20,2011,4,79
2011-04-03 21:00:00,2,21.21,44,15.0013,21,2011,4,45
2011-04-03 22:00:00,1,20.455,43,7.0015,22,2011,4,36
2011-04-03 23:00:00,1,20.455,50,6.0032,23,2011,4,31
2011-04-04 00:00:00,1,20.455,50,15.0013,0,2011,4,6
2011-04-04 01:00:00,1,20.455,56,23.9994,1,2011,4,11
2011-04-04 02:00:00,1,19.695,66,16.9979,2,2011,4,2
2011-04-04 03:00:00,1,19.695,66,19.0012,3,2011,4,1
2011-04-04 04:00:00,1,19.695,71,19.9995,4,2011,4,2
2011-04-04 05:00:00,1,20.455,62,16.9979,5,2011,4,7
2011-04-04 06:00:00,1,21.21,58,19.0012,6,2011,4,46
2011-04-04 07:00:00,2,21.97,54,16.9979,7,2011,4,157
2011-04-04 08:00:00,2,22.725,55,19.9995,8,2011,4,339
2011-04-04 09:00:00,2,24.24,51,26.0027,9,2011,4,158
2011-04-04 10:00:00,2,25.76,45,23.9994,10,2011,4,90
2011-04-04 11:00:00,1,31.06,40,26.0027,11,2011,4,124
2011-04-04 12:00:00,1,31.06,36,31.0009,12,2011,4,157
2011-04-04 13:00:00,1,31.82,34,22.0028,13,2011,4,139
2011-04-04 14:00:00,2,32.575,27,32.9975,14,2011,4,123
2011-04-04 15:00:00,1,33.335,23,36.9974,15,2011,4,143
2011-04-04 16:00:00,1,32.575,22,35.0008,16,2011,4,189
2011-04-04 17:00:00,1,32.575,23,40.9973,17,2011,4,366
2011-04-04 18:00:00,2,31.82,23,32.9975,18,2011,4,386
2011-04-04 19:00:00,1,31.82,24,31.0009,19,2011,4,278
2011-04-04 20:00:00,2,31.82,24,36.9974,20,2011,4,173
2011-04-04 21:00:00,2,31.82,30,30.0026,21,2011,4,95
2011-04-04 22:00:00,2,31.82,36,31.0009,22,2011,4,75
2011-04-04 23:00:00,2,31.06,47,15.0013,23,2011,4,48
2011-04-05 00:00:00,1,31.06,50,7.0015,0,2011,4,22
2011-04-05 01:00:00,3,31.06,57,27.9993,1,2011,4,15
2011-04-05 02:00:00,2,25.76,73,22.0028,2,2011,4,5
2011-04-05 03:00:00,2,25.76,73,22.0028,3,2011,4,4
2011-04-05 04:00:00,3,24.24,88,32.9975,4,2011,4,2
2011-04-05 05:00:00,3,22.725,94,19.9995,5,2011,4,5
2011-04-05 06:00:00,2,23.485,88,22.0028,6,2011,4,38
2011-04-05 07:00:00,2,23.485,88,22.0028,7,2011,4,134
2011-04-05 08:00:00,3,19.695,87,39.0007,8,2011,4,157
2011-04-05 09:00:00,3,15.91,87,32.9975,9,2011,4,46
2011-04-05 10:00:00,3,15.15,81,26.0027,10,2011,4,28
2011-04-05 11:00:00,3,14.395,81,30.0026,11,2011,4,19
2011-04-05 12:00:00,2,15.15,71,26.0027,12,2011,4,38
2011-04-05 13:00:00,2,16.665,63,27.9993,13,2011,4,56
2011-04-05 14:00:00,2,15.91,57,32.9975,14,2011,4,76
2011-04-05 15:00:00,1,20.455,46,31.0009,15,2011,4,68
2011-04-05 16:00:00,1,19.695,46,27.9993,16,2011,4,130
2011-04-05 17:00:00,1,21.21,38,27.9993,17,2011,4,273
2011-04-05 18:00:00,1,19.695,40,32.9975,18,2011,4,267
2011-04-05 19:00:00,1,16.665,43,19.9995,19,2011,4,160
2011-04-05 20:00:00,1,15.91,46,19.0012,20,2011,4,91
2011-04-05 21:00:00,1,14.395,46,35.0008,21,2011,4,89
2011-04-05 22:00:00,1,15.15,49,19.9995,22,2011,4,46
2011-04-05 23:00:00,1,14.395,49,19.0012,23,2011,4,26
2011-04-06 00:00:00,1,15.91,49,7.0015,0,2011,4,15
2011-04-06 01:00:00,1,13.635,60,8.9981,1,2011,4,2
2011-04-06 02:00:00,1,12.12,70,8.9981,2,2011,4,5
2011-04-06 03:00:00,1,13.635,60,8.9981,3,2011,4,4
2011-04-06 04:00:00,1,12.12,65,8.9981,4,2011,4,1
2011-04-06 05:00:00,1,12.88,70,7.0015,5,2011,4,13
2011-04-06 06:00:00,1,12.88,70,7.0015,6,2011,4,56
2011-04-06 07:00:00,1,13.635,65,7.0015,7,2011,4,133
2011-04-06 08:00:00,1,15.15,61,15.0013,8,2011,4,325
2011-04-06 09:00:00,1,16.665,46,16.9979,9,2011,4,165
2011-04-06 10:00:00,1,20.455,37,26.0027,10,2011,4,69
2011-04-06 11:00:00,1,21.21,38,26.0027,11,2011,4,93
2011-04-06 12:00:00,1,21.97,41,16.9979,12,2011,4,134
2011-04-06 13:00:00,1,22.725,38,32.9975,13,2011,4,112
2011-04-06 14:00:00,1,24.24,34,27.9993,14,2011,4,115
2011-04-06 15:00:00,1,25.0,32,22.0028,15,2011,4,117
2011-04-06 16:00:00,1,25.76,28,27.9993,16,2011,4,169
2011-04-06 17:00:00,1,25.0,32,30.0026,17,2011,4,356
2011-04-06 18:00:00,1,25.0,29,23.9994,18,2011,4,325
2011-04-06 19:00:00,1,24.24,31,19.9995,19,2011,4,232
2011-04-06 20:00:00,1,22.725,51,15.0013,20,2011,4,141
2011-04-06 21:00:00,1,22.725,41,19.0012,21,2011,4,102
2011-04-06 22:00:00,1,22.725,41,19.0012,22,2011,4,84
2011-04-06 23:00:00,1,22.725,41,19.9995,23,2011,4,40
2011-04-07 00:00:00,1,22.725,41,19.0012,0,2011,4,20
2011-04-07 01:00:00,1,21.21,47,8.9981,1,2011,4,13
2011-04-07 02:00:00,1,21.21,54,0.0,2,2011,4,7
2011-04-07 03:00:00,1,17.425,66,12.998,3,2011,4,3
2011-04-07 04:00:00,1,16.665,76,12.998,4,2011,4,1
2011-04-07 05:00:00,1,15.91,76,15.0013,5,2011,4,6
2011-04-07 06:00:00,1,15.15,81,16.9979,6,2011,4,64
2011-04-07 07:00:00,2,16.665,76,11.0014,7,2011,4,160
2011-04-07 08:00:00,1,17.425,76,12.998,8,2011,4,314
2011-04-07 09:00:00,2,20.455,66,8.9981,9,2011,4,170
2011-04-07 10:00:00,2,21.21,67,7.0015,10,2011,4,95
2011-04-07 11:00:00,2,22.725,55,0.0,11,2011,4,122
2011-04-07 12:00:00,2,22.725,55,0.0,12,2011,4,153
2011-04-07 13:00:00,2,25.0,48,6.0032,13,2011,4,135
2011-04-07 14:00:00,1,26.515,43,6.0032,14,2011,4,157
2011-04-07 15:00:00,1,31.06,38,7.0015,15,2011,4,160
2011-04-07 16:00:00,1,31.06,35,0.0,16,2011,4,213
2011-04-07 17:00:00,1,25.0,52,19.0012,17,2011,4,343
2011-04-07 18:00:00,1,23.485,55,16.9979,18,2011,4,333
2011-04-07 19:00:00,1,22.725,59,19.9995,19,2011,4,226
2011-04-07 20:00:00,1,21.97,62,11.0014,20,2011,4,203
2011-04-07 21:00:00,2,21.97,67,19.0012,21,2011,4,108
2011-04-07 22:00:00,2,20.455,76,12.998,22,2011,4,81
2011-04-07 23:00:00,1,19.695,76,16.9979,23,2011,4,54
2011-04-08 00:00:00,2,17.425,76,15.0013,0,2011,4,25
2011-04-08 01:00:00,2,16.665,76,8.9981,1,2011,4,9
2011-04-08 02:00:00,3,16.665,76,11.0014,2,2011,4,13
2011-04-08 03:00:00,3,16.665,76,11.0014,3,2011,4,1
2011-04-08 04:00:00,2,16.665,86,8.9981,4,2011,4,1
2011-04-08 05:00:00,2,15.91,87,12.998,5,2011,4,9
2011-04-08 06:00:00,2,18.18,87,0.0,6,2011,4,35
2011-04-08 07:00:00,3,16.665,87,11.0014,7,2011,4,113
2011-04-08 08:00:00,3,16.665,87,11.0014,8,2011,4,221
2011-04-08 09:00:00,2,17.425,76,12.998,9,2011,4,185
2011-04-08 10:00:00,2,16.665,71,19.0012,10,2011,4,73
2011-04-08 11:00:00,2,20.455,62,26.0027,11,2011,4,98
2011-04-08 12:00:00,3,19.695,66,15.0013,12,2011,4,80
2011-04-08 13:00:00,3,16.665,76,19.0012,13,2011,4,42
2011-04-08 14:00:00,3,15.91,87,15.0013,14,2011,4,15
2011-04-08 15:00:00,3,15.91,87,15.0013,15,2011,4,25
2011-04-08 16:00:00,2,15.15,93,16.9979,16,2011,4,60
2011-04-08 17:00:00,3,15.15,93,16.9979,17,2011,4,148
2011-04-08 18:00:00,3,15.15,93,16.9979,18,2011,4,62
2011-04-08 19:00:00,3,13.635,93,27.9993,19,2011,4,53
2011-04-08 20:00:00,2,13.635,93,22.0028,20,2011,4,63
2011-04-08 21:00:00,2,14.395,93,16.9979,21,2011,4,54
2011-04-08 22:00:00,2,13.635,93,19.9995,22,2011,4,51
2011-04-08 23:00:00,2,14.395,93,15.0013,23,2011,4,35
2011-04-09 00:00:00,2,14.395,87,15.0013,0,2011,4,31
2011-04-09 01:00:00,2,15.15,87,8.9981,1,2011,4,20
2011-04-09 02:00:00,2,15.15,87,15.0013,2,2011,4,17
2011-04-09 03:00:00,3,14.395,100,16.9979,3,2011,4,14
2011-04-09 04:00:00,3,13.635,100,16.9979,4,2011,4,3
2011-04-09 05:00:00,2,14.395,93,15.0013,5,2011,4,5
2011-04-09 06:00:00,2,14.395,93,12.998,6,2011,4,13
2011-04-09 07:00:00,2,15.15,93,11.0014,7,2011,4,21
2011-04-09 08:00:00,2,15.15,93,11.0014,8,2011,4,54
2011-04-09 09:00:00,2,17.425,87,7.0015,9,2011,4,98
2011-04-09 10:00:00,2,16.665,87,8.9981,10,2011,4,133
2011-04-09 11:00:00,2,18.18,81,0.0,11,2011,4,142
2011-04-09 12:00:00,2,17.425,81,8.9981,12,2011,4,202
2011-04-09 13:00:00,2,18.94,81,0.0,13,2011,4,222
2011-04-09 14:00:00,2,17.425,81,8.9981,14,2011,4,212
2011-04-09 15:00:00,2,18.94,87,0.0,15,2011,4,201
2011-04-09 16:00:00,2,19.695,82,0.0,16,2011,4,191
2011-04-09 17:00:00,2,19.695,82,6.0032,17,2011,4,257
2011-04-09 18:00:00,2,19.695,82,7.0015,18,2011,4,177
2011-04-09 19:00:00,2,19.695,82,8.9981,19,2011,4,130
2011-04-09 20:00:00,2,19.695,87,11.0014,20,2011,4,93
2011-04-09 21:00:00,2,17.425,93,8.9981,21,2011,4,75
2011-04-09 22:00:00,2,17.425,93,8.9981,22,2011,4,87
2011-04-09 23:00:00,2,19.695,87,6.0032,23,2011,4,57
2011-04-10 00:00:00,2,19.695,87,6.0032,0,2011,4,53
2011-04-10 01:00:00,2,19.695,87,8.9981,1,2011,4,37
2011-04-10 02:00:00,2,19.695,87,6.0032,2,2011,4,36
2011-04-10 03:00:00,2,19.695,87,8.9981,3,2011,4,16
2011-04-10 04:00:00,2,18.18,93,7.0015,4,2011,4,5
2011-04-10 05:00:00,2,18.18,93,6.0032,5,2011,4,4
2011-04-10 06:00:00,2,18.18,93,6.0032,6,2011,4,4
2011-04-10 07:00:00,2,18.18,100,6.0032,7,2011,4,10
2011-04-10 08:00:00,2,19.695,94,6.0032,8,2011,4,55
2011-04-10 09:00:00,2,19.695,94,8.9981,9,2011,4,81
2011-04-10 10:00:00,2,20.455,87,0.0,10,2011,4,150
2011-04-10 11:00:00,2,20.455,87,8.9981,11,2011,4,202
2011-04-10 12:00:00,2,21.21,88,8.9981,12,2011,4,230
2011-04-10 13:00:00,1,22.725,82,7.0015,13,2011,4,263
2011-04-10 14:00:00,1,24.24,72,12.998,14,2011,4,281
2011-04-10 15:00:00,1,24.24,77,15.0013,15,2011,4,297
2011-04-10 16:00:00,2,25.0,72,11.0014,16,2011,4,288
2011-04-10 17:00:00,2,25.0,72,12.998,17,2011,4,236
2011-04-10 18:00:00,1,24.24,77,12.998,18,2011,4,240
2011-04-10 19:00:00,1,24.24,77,12.998,19,2011,4,131
2011-04-10 20:00:00,1,22.725,82,8.9981,20,2011,4,92
2011-04-10 21:00:00,1,21.97,88,12.998,21,2011,4,95
2011-04-10 22:00:00,1,21.97,94,16.9979,22,2011,4,57
2011-04-10 23:00:00,1,22.725,88,23.9994,23,2011,4,32
2011-04-11 00:00:00,1,23.485,88,22.0028,0,2011,4,23
2011-04-11 01:00:00,1,22.725,94,19.0012,1,2011,4,4
2011-04-11 02:00:00,1,22.725,94,19.0012,2,2011,4,9
2011-04-11 04:00:00,1,22.725,94,12.998,4,2011,4,1
2011-04-11 05:00:00,1,22.725,94,12.998,5,2011,4,13
2011-04-11 06:00:00,2,22.725,100,15.0013,6,2011,4,61
2011-04-11 07:00:00,2,24.24,88,15.0013,7,2011,4,176
2011-04-11 08:00:00,2,25.0,88,19.0012,8,2011,4,314
2011-04-11 09:00:00,2,26.515,83,19.0012,9,2011,4,165
2011-04-11 10:00:00,2,26.515,83,19.9995,10,2011,4,96
2011-04-11 11:00:00,2,29.545,73,19.9995,11,2011,4,104
2011-04-11 12:00:00,2,29.545,73,22.0028,12,2011,4,134
2011-04-11 13:00:00,2,30.305,69,27.9993,13,2011,4,139
2011-04-11 14:00:00,2,33.335,54,23.9994,14,2011,4,145
2011-04-11 15:00:00,1,33.335,48,35.0008,15,2011,4,141
2011-04-11 16:00:00,1,33.335,48,35.0008,16,2011,4,235
2011-04-11 17:00:00,1,33.335,48,35.0008,17,2011,4,452
2011-04-11 18:00:00,1,33.335,51,26.0027,18,2011,4,383
2011-04-11 19:00:00,1,33.335,51,30.0026,19,2011,4,284
2011-04-11 20:00:00,1,31.82,57,35.0008,20,2011,4,166
2011-04-11 21:00:00,1,31.06,61,16.9979,21,2011,4,158
2011-04-11 22:00:00,2,31.06,50,19.0012,22,2011,4,91
2011-04-11 23:00:00,3,27.275,60,0.0,23,2011,4,54
2011-04-12 00:00:00,2,31.06,50,7.0015,0,2011,4,24
2011-04-12 01:00:00,2,31.06,50,6.0032,1,2011,4,13
2011-04-12 02:00:00,2,31.06,53,8.9981,2,2011,4,14
2011-04-12 03:00:00,2,27.275,56,8.9981,3,2011,4,1
2011-04-12 04:00:00,2,26.515,64,8.9981,4,2011,4,6
2011-04-12 05:00:00,2,25.76,68,8.9981,5,2011,4,16
2011-04-12 06:00:00,2,25.76,68,19.0012,6,2011,4,58
2011-04-12 07:00:00,2,25.76,68,15.0013,7,2011,4,189
2011-04-12 08:00:00,3,23.485,88,26.0027,8,2011,4,226
2011-04-12 09:00:00,3,22.725,94,32.9975,9,2011,4,54
2011-04-12 10:00:00,3,24.24,82,27.9993,10,2011,4,40
2011-04-12 11:00:00,1,25.0,77,23.9994,11,2011,4,49
2011-04-12 12:00:00,2,26.515,64,31.0009,12,2011,4,92
2011-04-12 13:00:00,3,25.76,68,19.0012,13,2011,4,106
2011-04-12 14:00:00,2,24.24,82,19.0012,14,2011,4,44
2011-04-12 15:00:00,2,23.485,77,35.0008,15,2011,4,78
2011-04-12 16:00:00,2,23.485,77,26.0027,16,2011,4,99
2011-04-12 17:00:00,3,21.97,77,15.0013,17,2011,4,291
2011-04-12 18:00:00,3,21.97,77,15.0013,18,2011,4,224
2011-04-12 19:00:00,2,21.21,82,19.0012,19,2011,4,130
2011-04-12 20:00:00,2,21.21,82,19.0012,20,2011,4,103
2011-04-12 21:00:00,2,21.21,82,12.998,21,2011,4,84
2011-04-12 22:00:00,2,20.455,94,19.9995,22,2011,4,54
2011-04-12 23:00:00,2,20.455,94,16.9979,23,2011,4,39
2011-04-13 00:00:00,2,20.455,100,19.9995,0,2011,4,15
2011-04-13 01:00:00,2,20.455,100,19.9995,1,2011,4,1
2011-04-13 02:00:00,3,20.455,100,19.9995,2,2011,4,2
2011-04-13 03:00:00,3,20.455,94,22.0028,3,2011,4,2
2011-04-13 04:00:00,3,20.455,94,22.0028,4,2011,4,3
2011-04-13 05:00:00,3,19.695,94,16.9979,5,2011,4,5
2011-04-13 06:00:00,3,19.695,94,15.0013,6,2011,4,34
2011-04-13 07:00:00,3,17.425,100,15.0013,7,2011,4,70
2011-04-13 08:00:00,3,19.695,94,12.998,8,2011,4,164
2011-04-13 09:00:00,2,19.695,94,15.0013,9,2011,4,65
2011-04-13 10:00:00,2,20.455,87,12.998,10,2011,4,46
2011-04-13 11:00:00,2,21.21,82,12.998,11,2011,4,61
2011-04-13 12:00:00,3,21.21,82,16.9979,12,2011,4,95
2011-04-13 13:00:00,2,21.97,77,12.998,13,2011,4,61
2011-04-13 14:00:00,2,21.21,77,16.9979,14,2011,4,106
2011-04-13 15:00:00,2,21.97,72,19.0012,15,2011,4,81
2011-04-13 16:00:00,1,22.725,67,19.0012,16,2011,4,142
2011-04-13 17:00:00,1,22.725,67,19.9995,17,2011,4,309
2011-04-13 18:00:00,1,21.97,62,26.0027,18,2011,4,321
2011-04-13 19:00:00,1,21.97,62,16.9979,19,2011,4,175
